"AUC","RepeatTimes","Fold","FatureCount"
0.847503373819164,11,3,30
0.856648199445983,11,2,30
0.859649122807018,11,1,30
0.889542936288089,10,10,30
0.768698060941828,10,9,30
0.837603878116343,10,8,30
0.914304993252362,10,7,30
0.789136302294197,10,6,30
0.803981106612686,10,5,30
0.880566801619433,10,4,30
0.719635627530364,10,3,30
0.808171745152354,10,2,30
0.866059379217274,10,1,30
0.903353057199211,9,10,30
0.787112010796221,9,9,30
0.81612685560054,9,8,30
0.782380013149244,9,7,30
0.903171390013495,9,6,30
0.827087442472058,9,5,30
0.860661268556006,9,4,30
0.835357624831309,9,3,30
0.76889338731444,9,2,30
0.862188365650969,9,1,30
0.769568151147099,8,10,30
0.799802761341223,8,9,30
0.831646423751687,8,8,30
0.890688259109312,8,7,30
0.785762483130904,8,6,30
0.838731443994602,8,5,30
0.889676113360324,8,4,30
0.755398110661268,8,3,30
0.834008097165992,8,2,30
0.748313090418353,8,1,30
0.825484764542936,7,10,30
0.774966261808367,7,9,30
0.864562787639711,7,8,30
0.865384615384615,7,7,30
0.840565417488494,7,6,30
0.83974358974359,7,5,30
0.847468770545693,7,4,30
0.840720221606648,7,3,30
0.819500674763833,7,2,30
0.894736842105263,7,1,30
0.850877192982456,6,10,30
0.884695290858726,6,9,30
0.788124156545209,6,8,30
0.856950067476383,6,7,30
0.806440443213296,6,6,30
0.787310979618672,6,5,30
0.835695006747639,6,4,30
0.857962213225371,6,3,30
0.889217619986851,6,2,30
0.786774628879892,6,1,30
0.847165991902834,5,10,30
0.884615384615385,5,9,30
0.850202429149798,5,8,30
0.860618014464168,5,7,30
0.820841551610782,5,6,30
0.768005540166205,5,5,30
0.85042735042735,5,4,30
0.771592442645074,5,3,30
0.880013149243918,5,2,30
0.789473684210526,5,1,30
0.91970310391363,4,10,30
0.871120107962213,4,9,30
0.917004048582996,4,8,30
0.867071524966262,4,7,30
0.798487836949375,4,6,30
0.750493096646943,4,5,30
0.838394062078273,4,4,30
0.814439946018893,4,3,30
0.784626038781163,4,2,30
0.793885601577909,4,1,30
0.840236686390533,3,10,30
0.782726045883941,3,9,30
0.901315789473684,3,8,30
0.872469635627531,3,7,30
0.859303090072321,3,6,30
0.913292847503374,3,5,30
0.821499013806706,3,4,30
0.848337950138504,3,3,30
0.91059379217274,3,2,30
0.724523339907955,3,1,30
0.895134779750164,2,10,30
0.818825910931174,2,9,30
0.912955465587045,2,8,30
0.857624831309042,2,7,30
0.887314439946019,2,6,30
0.805668016194332,2,5,30
0.888663967611336,2,4,30
0.890350877192983,2,3,30
0.888326585695007,2,2,30
0.878808864265928,2,1,30
0.849030470914127,1,10,30
0.860289283366206,1,9,30
0.882642998027613,1,8,30
0.870151216305062,1,7,30
0.905817174515235,1,6,30
0.847503373819164,1,5,30
0.898785425101215,1,4,30
0.831983805668017,1,3,30
0.822485207100591,1,2,30
0.897853185595568,1,1,30
0.834345479082321,20,10,20
0.86426592797784,20,9,20
0.895463510848126,20,8,20
0.822874493927126,20,7,20
0.910931174089069,20,6,20
0.868836291913215,20,5,20
0.869165023011177,20,4,20
0.84106648199446,20,3,20
0.835526315789474,20,2,20
0.862010796221322,20,1,20
0.873144399460189,19,10,20
0.912557527942143,19,9,20
0.829622132253711,19,8,20
0.859072022160665,19,7,20
0.794197031039136,19,6,20
0.773279352226721,19,5,20
0.865047233468286,19,4,20
0.857962213225371,19,3,20
0.860661268556005,19,2,20
0.891274238227146,19,1,20
0.822537112010796,18,10,20
0.85733070348455,18,9,20
0.861495844875346,18,8,20
0.759109311740891,18,7,20
0.852226720647773,18,6,20
0.942520775623269,18,5,20
0.71301775147929,18,4,20
0.865721997300945,18,3,20
0.765581717451523,18,2,20
0.892375168690958,18,1,20
0.878369493754109,17,10,20
0.916831032215647,17,9,20
0.812415654520918,17,8,20
0.828272604588394,17,7,20
0.894806048652203,17,6,20
0.808704453441295,17,5,20
0.898545706371191,17,4,20
0.879501385041551,17,3,20
0.829284750337382,17,2,20
0.900134952766532,17,1,20
0.77284681130835,16,10,20
0.879554655870446,16,9,20
0.849865047233468,16,8,20
0.822199730094467,16,7,20
0.714003944773175,16,6,20
0.883940620782726,16,5,20
0.85595567867036,16,4,20
0.888663967611336,16,3,20
0.849527665317139,16,2,20
0.86336032388664,16,1,20
0.855263157894737,15,10,20
0.890013495276653,15,9,20
0.850415512465374,15,8,20
0.829059829059829,15,7,20
0.751012145748988,15,6,20
0.82577251808021,15,5,20
0.860803324099723,15,4,20
0.855263157894737,15,3,20
0.881241565452092,15,2,20
0.872123602892834,15,1,20
0.862534626038781,14,10,20
0.778739612188366,14,9,20
0.777665317139001,14,8,20
0.790485829959514,14,7,20
0.787742382271468,14,6,20
0.828947368421053,14,5,20
0.895411605937922,14,4,20
0.86620644312952,14,3,20
0.851889338731444,14,2,20
0.811740890688259,14,1,20
0.903171390013495,13,10,20
0.887573964497041,13,9,20
0.829059829059829,13,8,20
0.811288088642659,13,7,20
0.872452333990796,13,6,20
0.811066126855601,13,5,20
0.912955465587045,13,4,20
0.809993425378041,13,3,20
0.882928475033738,13,2,20
0.846153846153846,13,1,20
0.879554655870445,12,10,20
0.815452091767881,12,9,20
0.779689608636977,12,8,20
0.896086369770581,12,7,20
0.88191632928475,12,6,20
0.841093117408907,12,5,20
0.915317139001349,12,4,20
0.762145748987854,12,3,20
0.832995951417004,12,2,20
0.904778393351801,12,1,20
0.845816464237517,11,10,20
0.834976988823142,11,9,20
0.750674763832659,11,8,20
0.841767881241566,11,7,20
0.903047091412742,11,6,20
0.872452333990795,11,5,20
0.807034845496384,11,4,20
0.861149584487535,11,3,20
0.903739612188366,11,2,20
0.781039136302294,11,1,20
0.84412955465587,10,10,20
0.83974358974359,10,9,20
0.754766600920447,10,8,20
0.860323886639676,10,7,20
0.811740890688259,10,6,20
0.890532544378698,10,5,20
0.827597840755736,10,4,20
0.777449046679816,10,3,20
0.862534626038781,10,2,20
0.822874493927126,10,1,20
0.828609986504723,9,10,20
0.857686980609418,9,9,20
0.923751686909582,9,8,20
0.822813938198554,9,7,20
0.844510190664037,9,6,20
0.865384615384615,9,5,20
0.812294543063774,9,4,20
0.855600539811066,9,3,20
0.821862348178138,9,2,20
0.895411605937922,9,1,20
0.887651821862348,8,10,20
0.815114709851552,8,9,20
0.810322156476002,8,8,20
0.841767881241566,8,7,20
0.854372123602893,8,6,20
0.899079552925706,8,5,20
0.826869806094182,8,4,20
0.802103879026956,8,3,20
0.793184885290149,8,2,20
0.822874493927126,8,1,20
0.819838056680162,7,10,20
0.883300460223537,7,9,20
0.905817174515235,7,8,20
0.860661268556005,7,7,20
0.834648257725181,7,6,20
0.842780026990553,7,5,20
0.837381916329285,7,4,20
0.802103879026956,7,3,20
0.814924391847469,7,2,20
0.887989203778678,7,1,20
0.818151147098516,6,10,20
0.795883940620783,6,9,20
0.772518080210388,6,8,20
0.875,6,7,20
0.92914979757085,6,6,20
0.75506072874494,6,5,20
0.882271468144044,6,4,20
0.846491228070176,6,3,20
0.83990795529257,6,2,20
0.818540433925049,6,1,20
0.897098515519568,5,10,20
0.849769888231427,5,9,20
0.880229419703104,5,8,20
0.888504155124654,5,7,20
0.864891518737672,5,6,20
0.914304993252362,5,5,20
0.893698060941828,5,4,20
0.85042735042735,5,3,20
0.825443786982248,5,2,20
0.891190006574622,5,1,20
0.859649122807018,4,10,20
0.792570677186062,4,9,20
0.897098515519568,4,8,20
0.82085020242915,4,7,20
0.85387811634349,4,6,20
0.76417004048583,4,5,20
0.902496626180837,4,4,20
0.870808678500986,4,3,20
0.931440443213296,4,2,20
0.828073635765944,4,1,20
0.809335963182117,3,10,20
0.879892037786774,3,9,20
0.89819944598338,3,8,20
0.815581854043392,3,7,20
0.780407626561472,3,6,20
0.768005540166205,3,5,20
0.886302294197031,3,4,20
0.866343490304709,3,3,20
0.870782726045884,3,2,20
0.842209072978304,3,1,20
0.751012145748988,2,10,20
0.837381916329285,2,9,20
0.830634278002699,2,8,20
0.884952766531714,2,7,20
0.848178137651822,2,6,20
0.862919132149901,2,5,20
0.861673414304993,2,4,20
0.873109796186719,2,3,20
0.756081525312294,2,2,20
0.888888888888889,2,1,20
0.780078895463511,1,10,20
0.862261669953978,1,9,20
0.81140350877193,1,8,20
0.866343490304709,1,7,20
0.822537112010796,1,6,20
0.860998650472335,1,5,20
0.874424720578567,1,4,20
0.841767881241566,1,3,20
0.905533063427801,1,2,20
0.92442645074224,1,1,20
0.796844181459566,20,10,10
0.873144399460189,20,9,10
0.776315789473684,20,8,10
0.787639710716634,20,7,10
0.824457593688363,20,6,10
0.793228139381986,20,5,10
0.869095816464237,20,4,10
0.829388560157791,20,3,10
0.73582995951417,20,2,10
0.892659279778393,20,1,10
0.804655870445344,19,10,10
0.901051939513478,19,9,10
0.903846153846154,19,8,10
0.770874424720579,19,7,10
0.846482577251808,19,6,10
0.80668016194332,19,5,10
0.846153846153846,19,4,10
0.87753036437247,19,3,10
0.759002770083103,19,2,10
0.791497975708502,19,1,10
0.809993425378041,18,10,10
0.799168975069252,18,9,10
0.861149584487535,18,8,10
0.893387314439946,18,7,10
0.831689677843524,18,6,10
0.823800131492439,18,5,10
0.850539811066127,18,4,10
0.93005540166205,18,3,10
0.820175438596491,18,2,10
0.888850415512465,18,1,10
0.851889338731444,17,10,10
0.840418353576248,17,9,10
0.854570637119114,17,8,10
0.785009861932939,17,7,10
0.857686980609418,17,6,10
0.893387314439946,17,5,10
0.874156545209177,17,4,10
0.808029689608637,17,3,10
0.812326869806094,17,2,10
0.851108033240997,17,1,10
0.769230769230769,16,10,10
0.887465373961219,16,9,10
0.838056680161943,16,8,10
0.799257759784076,16,7,10
0.826429980276134,16,6,10
0.737516869095816,16,5,10
0.760458839406208,16,4,10
0.821827744904668,16,3,10
0.889338731443995,16,2,10
0.791835357624831,16,1,10
0.868758434547908,15,10,10
0.811965811965812,15,9,10
0.857659434582511,15,8,10
0.816239316239316,15,7,10
0.864372469635627,15,6,10
0.812673130193906,15,5,10
0.866535174227482,15,4,10
0.813427800269906,15,3,10
0.815114709851552,15,2,10
0.829284750337382,15,1,10
0.800460223537147,14,10,10
0.850756081525312,14,9,10
0.780026990553306,14,8,10
0.86336032388664,14,7,10
0.829622132253711,14,6,10
0.884615384615384,14,5,10
0.915844838921762,14,4,10
0.830703484549638,14,3,10
0.799595141700405,14,2,10
0.811066126855601,14,1,10
0.880013149243918,13,10,10
0.827597840755736,13,9,10
0.850756081525312,13,8,10
0.82202216066482,13,7,10
0.757725180802104,13,6,10
0.8444669365722,13,5,10
0.748849441157133,13,4,10
0.904520917678812,13,3,10
0.890927977839335,13,2,10
0.821170282708744,13,1,10
0.827260458839406,12,10,10
0.869095816464237,12,9,10
0.792172739541161,12,8,10
0.85863697705803,12,7,10
0.911268556005398,12,6,10
0.758053911900066,12,5,10
0.77361673414305,12,4,10
0.750692520775623,12,3,10
0.875843454790823,12,2,10
0.822874493927126,12,1,10
0.799474030243261,11,10,10
0.86808367071525,11,9,10
0.830634278002699,11,8,10
0.781376518218624,11,7,10
0.894736842105263,11,6,10
0.858725761772853,11,5,10
0.774819197896121,11,4,10
0.841767881241565,11,3,10
0.854925775978407,11,2,10
0.807363576594346,11,1,10
0.834008097165992,10,10,10
0.853238866396761,10,9,10
0.800607287449393,10,8,10
0.905982905982906,10,7,10
0.700742240215924,10,6,10
0.901051939513478,10,5,10
0.874424720578567,10,4,10
0.873144399460189,10,3,10
0.829284750337382,10,2,10
0.824457593688363,10,1,10
0.890581717451524,9,10,10
0.834487534626039,9,9,10
0.823211875843455,9,8,10
0.849527665317139,9,7,10
0.804993252361673,9,6,10
0.847991689750693,9,5,10
0.763313609467456,9,4,10
0.867192636423406,9,3,10
0.806786703601108,9,2,10
0.834682860998651,9,1,10
0.811965811965812,8,10,10
0.778763971071663,8,9,10
0.872576177285319,8,8,10
0.875843454790823,8,7,10
0.802294197031039,8,6,10
0.777665317139001,8,5,10
0.856612685560054,8,4,10
0.835634451019067,8,3,10
0.797437673130194,8,2,10
0.79750164365549,8,1,10
0.809335963182117,7,10,10
0.620445344129555,7,9,10
0.855937921727395,7,8,10
0.890350877192983,7,7,10
0.911571334648258,7,6,10
0.753780407626562,7,5,10
0.830374753451677,7,4,10
0.802294197031039,7,3,10
0.811980609418283,7,2,10
0.784023668639053,7,1,10
0.858299595141701,6,10,10
0.883603238866397,6,9,10
0.841430499325236,6,8,10
0.770580296896086,6,7,10
0.816568047337278,6,6,10
0.786437246963563,6,5,10
0.761808367071525,6,4,10
0.788781163434903,6,3,10
0.847140039447732,6,2,10
0.738658777120315,6,1,10
0.742603550295858,5,10,10
0.906207827260459,5,9,10
0.765182186234818,5,8,10
0.866734143049932,5,7,10
0.687376725838264,5,6,10
0.824457593688363,5,5,10
0.804655870445344,5,4,10
0.755398110661269,5,3,10
0.837606837606838,5,2,10
0.869770580296896,5,1,10
0.827260458839406,4,10,10
0.852564102564103,4,9,10
0.860457063711912,4,8,10
0.856275303643725,4,7,10
0.727058029689609,4,6,10
0.855937921727395,4,5,10
0.822874493927126,4,4,10
0.7972334682861,4,3,10
0.738001314924392,4,2,10
0.8444669365722,4,1,10
0.821524966261808,3,10,10
0.859303090072321,3,9,10
0.841880341880342,3,8,10
0.791255752794214,3,7,10
0.845221606648199,3,6,10
0.865047233468286,3,5,10
0.870445344129555,3,4,10
0.869165023011177,3,3,10
0.82085020242915,3,2,10
0.817174515235457,3,1,10
0.730111768573307,2,10,10
0.798487836949375,2,9,10
0.833670715249663,2,8,10
0.857686980609418,2,7,10
0.849865047233468,2,6,10
0.86336032388664,2,5,10
0.829717291255753,2,4,10
0.836949375410914,2,3,10
0.823549257759784,2,2,10
0.869095816464237,2,1,10
0.750337381916329,1,10,10
0.709514170040486,1,9,10
0.823886639676113,1,8,10
0.84155161078238,1,7,10
0.766194331983806,1,6,10
0.836707152496626,1,5,10
0.878040762656147,1,4,10
0.77646285338593,1,3,10
0.75415512465374,1,2,10
0.810249307479224,1,1,10
