"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31"
"62","CCMD40701343ST.21.0","CCMD54057834ST.11.0","CCMD56948710ST.11.0","CCMD35801800ST.11.0","CCMD99440714ST.11.0","CCMD59540613ST.11.0","MMPU84450604ST","CCMD85661207ST.11.0","CCMD89967135ST.11.0","28.8191576387114","29.3709462956286","30.2308764177157","30.9481650491802","32.0655944209958","34.5097330158855","34.628397501659","34.63413677077","CCMD90311071ST.21.0","CCMD50071957ST.21.0","CCMD95433940ST.21.0","CCMD63399960ST.21.0","CCMD11006829ST.21.0","CCMD64503764ST.21.0","CCMD35802077ST.21.0","28.7794684085113","29.0786315457588","29.8719569142633","30.8877851812379","31.7102739492786","31.9133789297937","33.2474773403276"
"63","CCMD42428553ST.21.0","CCMD27867141ST.11.0","CCMD45004878ST.11.0","CCMD66848156ST.11.0","CCMD31009081ST.11.0","CCMD73128545ST.11.0","CCMD49025643ST.11.0","CCMD68973846ST.11.0","CCMD18579000ST.11.0","17.1879148744023","20.4130815827204","22.5503527102394","24.5909183666267","25.1370538979511","26.6557810412057","26.7647206875786","27.5644529717188","CCMD27463710ST.11.0","CCMD45988061ST.21.0","CCMD21703880ST.11.0","CCMD65222621ST.11.0","CCMD86114146ST.21.0","CCMD72690923ST.11.0","CCMD46947453ST.21.0","13.1193924409212","13.3194075113723","16.8044294390051","19.9210373166585","24.8008171010856","26.8386296666614","28.3992661552706"
"64","CCMD45988061ST.21.0","CCMD27867141ST.11.0","CCMD45004878ST.11.0","CCMD66848156ST.11.0","CCMD73128545ST.11.0","CCMD31009081ST.11.0","CCMD49025643ST.11.0","CCMD68973846ST.11.0","CCMD18579000ST.11.0","17.4916521982487","17.9522228345907","20.3803824061915","23.0949782297689","23.8298550605517","24.7304082074983","26.0896595076919","26.4946596538151","CCMD27463710ST.11.0","CCMD42428553ST.21.0","CCMD21703880ST.11.0","CCMD86114146ST.21.0","CCMD65222621ST.11.0","CCMD46947453ST.21.0","CCMD52145360ST.11.0","13.2273022075516","13.3194075113723","21.1533885631995","22.3565216435764","24.8692053066981","25.166437712972","26.108620877781"
"65","CCMD46222674ST.21.0","CCMD31009081ST.11.0","CCMD89967135ST.11.0","CCMD89107682ST.11.0","CCMD18579000ST.11.0","MMPU84450604ST","CCMD66848156ST.11.0","CCMD85661207ST.11.0","CCMD56948710ST.11.0","17.5455792914455","17.6335176462185","17.9043896934579","18.0503445412269","18.0935620631704","18.1803040787524","19.3925236535785","19.827033503013","CCMD86114146ST.21.0","CCMD35802077ST.21.0","CCMD52145360ST.11.0","CCMD95676152ST.11.0","CCMD63399960ST.21.0","CCMD72895164ST.21.0","CCMD50071957ST.21.0","14.1468978099794","18.2469347850509","18.481423592808","19.3657289131083","20.1987478888321","21.4736633139108","21.9362204319728"
"66","CCMD46947453ST.21.0","CCMD45004878ST.11.0","CCMD66848156ST.11.0","CCMD27867141ST.11.0","CCMD18579000ST.11.0","CCMD31009081ST.11.0","CCMD89967135ST.11.0","CCMD73128545ST.11.0","CCMD85661207ST.11.0","21.7034166609615","21.957029555714","23.0268870664795","23.7554496782023","24.1860719836893","25.6884989367596","26.190495233023","26.283926172663","CCMD52145360ST.11.0","CCMD46222674ST.21.0","CCMD86114146ST.21.0","CCMD45988061ST.21.0","CCMD13934959ST.21.0","CCMD72895164ST.21.0","CCMD95676152ST.11.0","23.0152475001639","23.3748118457069","24.0721530255605","25.166437712972","26.3111590314661","27.1788705584357","27.7745602248388"
"67","CCMD49461418ST.11.0","MMPU99077057ST","CCMD93755960ST.11.0","CCMD10032470ST.11.0","CCMD50529145ST.11.0","CCMD51154251ST.11.0","CCMD18579000ST.11.0","CCMD35081859ST.11.0","CCMD85661207ST.11.0","16.8333178336239","17.9849275933238","18.8928108715141","19.2097614575975","19.8152196337184","20.0405218390515","20.1273032616046","20.2012308662839","CCMD76222476ST.11.0","CCMD86707194ST.21.0","CCMD63399960ST.21.0","CCMD95431029ST.11.0","CCMD95433940ST.21.0","CCMD93344354ST.21.0","CCMD46222674ST.21.0","18.7734391249659","19.5503317430523","19.8074712575962","20.7430376365107","22.1668282657398","22.3181603355362","22.3828402633647"
"68","CCMD50071957ST.21.0","CCMD59540613ST.11.0","CCMD54057834ST.11.0","CCMD99440714ST.11.0","CCMD56948710ST.11.0","CCMD22852639ST.11.0","MMPU84450604ST","CCMD31009081ST.11.0","CCMD89967135ST.11.0","18.8798263432109","19.9432370949778","20.760044070972","21.447893500745","22.1954465300228","22.6358247465848","22.7125392134015","23.0425262686972","CCMD63399960ST.21.0","CCMD90311071ST.21.0","CCMD82866709ST.21.0","CCMD11006829ST.21.0","CCMD46222674ST.21.0","CCMD95433940ST.21.0","CCMD26925580ST.21.0","18.0149576488178","19.4529714085098","20.0826433696613","20.9394957751112","21.9362204319728","22.1675697860771","22.527099097709"
"69","CCMD51864103ST.21.0","MMPU72854103ST","CCMD98702133ST.11.0","CCMD17410933ST.11.0","CCMD99929634ST.11.0","CCMD49942357ST.11.0","CCMD45812507ST.11.0","CCMD85661207ST.11.0","CCMD10032470ST.11.0","16.3729727737635","19.10896159544","19.237568724449","20.7550627264988","22.5366393377695","22.633465739071","23.7802134804799","24.1645532882754","CCMD59583015ST.11.0","CCMD93344354ST.21.0","CCMD13934959ST.21.0","CCMD95433940ST.21.0","CCMD13071240ST.21.0","CCMD86707194ST.21.0","CCMD26709089ST.21.0","17.2531255223336","22.7759406757613","25.1780592318213","25.976480537388","27.0340119192028","27.0972071779418","27.1841204161363"
"70","CCMD52117727ST.11.0","CCMD53508245ST.11.0","CCMD18829815ST.11.0","CCMD56948710ST.11.0","CCMD32288175ST.11.0","CCMD38158721ST.11.0","CCMD35801800ST.11.0","CCMD37575804ST.11.0","CCMD89967135ST.11.0","20.9070236626307","24.3101315481694","25.5872952101644","25.9036549132299","27.4652346767145","27.687459068033","28.5683189766059","28.6282693455892","CCMD72895164ST.21.0","CCMD35802077ST.21.0","CCMD63399960ST.21.0","CCMD64503764ST.21.0","CCMD82866709ST.21.0","CCMD71242853ST.11.0","CCMD11006829ST.21.0","23.3213566537262","26.3740574469079","26.546432812265","28.6556075260323","28.6747873172339","29.3187562961204","29.8837455119987"
"71","CCMD52145360ST.11.0","CCMD66848156ST.11.0","CCMD18579000ST.11.0","CCMD53508245ST.11.0","MMPU99077057ST","CCMD89967135ST.11.0","CCMD50529145ST.11.0","CCMD27867141ST.11.0","CCMD31009081ST.11.0","15.5521655037008","16.4848890656443","18.9632511867164","19.5153354936906","20.5644387880511","21.6826597989154","21.7412425306007","21.808517988277","CCMD46222674ST.21.0","CCMD13934959ST.21.0","CCMD35802077ST.21.0","CCMD72895164ST.21.0","CCMD63399960ST.21.0","CCMD86114146ST.21.0","CCMD49461418ST.11.0","18.481423592808","19.2605218371336","21.1291982941166","21.2716766164353","22.0383346533308","22.4592548922042","22.6348188770332"
"72","CCMD59583015ST.11.0","CCMD45812507ST.11.0","MMPU72854103ST","CCMD17410933ST.11.0","CCMD74592084ST.11.0","CCMD85661207ST.11.0","CCMD98702133ST.11.0","CCMD99929634ST.11.0","CCMD10032470ST.11.0","15.441221098375","16.2726731058483","16.6299159069341","17.3011733114318","18.4964050990564","19.1262712017215","19.2682705892018","19.2912914826172","CCMD51864103ST.21.0","CCMD95433940ST.21.0","CCMD93344354ST.21.0","CCMD13934959ST.21.0","CCMD86707194ST.21.0","CCMD49461418ST.11.0","CCMD63399960ST.21.0","17.2531255223336","22.0344438879609","22.0952292854227","22.3302735521243","23.0173724454921","23.1786647194117","27.112366718352"
"73","CCMD60079086ST.21.0","CCMD31009081ST.11.0","CCMD49025643ST.11.0","CCMD18579000ST.11.0","CCMD59540613ST.11.0","CCMD66848156ST.11.0","CCMD89967135ST.11.0","CCMD54057834ST.11.0","CCMD56948710ST.11.0","24.7025155979467","24.9930083696141","25.6665454970863","25.9699093881727","26.0910195782744","26.2650711366579","26.3192969529659","26.7600825012854","CCMD50071957ST.21.0","CCMD52145360ST.11.0","CCMD46222674ST.21.0","CCMD63399960ST.21.0","CCMD88272491ST.21.0","CCMD35802077ST.21.0","CCMD49461418ST.11.0","23.9626037169148","24.4340727050404","24.6631331824933","24.930919796606","25.041651875731","25.3648282690205","26.8830682691671"
"74","CCMD63399960ST.21.0","CCMD59540613ST.11.0","CCMD35801800ST.11.0","CCMD85661207ST.11.0","CCMD18579000ST.11.0","MMPU99077057ST","CCMD54057834ST.11.0","CCMD41521570ST.11.0","MMPU84450604ST","17.0447372297111","17.0501092206912","17.0610699644659","19.6263166351458","19.6538363867694","19.7993895819644","21.4921262318017","21.6480816187209","CCMD74930188ST.21.0","CCMD50071957ST.21.0","CCMD95433940ST.21.0","CCMD90311071ST.21.0","CCMD49461418ST.11.0","CCMD46222674ST.21.0","CCMD86707194ST.21.0","16.026536716022","18.0149576488178","19.0131564208445","19.7039050184932","19.8074712575962","20.1987478888321","20.3757650443683"
"75","CCMD64503764ST.21.0","CCMD54057834ST.11.0","CCMD89967135ST.11.0","CCMD59540613ST.11.0","CCMD56948710ST.11.0","CCMD53508245ST.11.0","CCMD35801800ST.11.0","CCMD18579000ST.11.0","CCMD46727384ST.11.0","23.5216432937858","25.9986803105888","27.3346976699249","27.7614518107231","27.9982979823596","28.3980582103742","29.1986803137796","30.5707020518028","CCMD11006829ST.21.0","CCMD63399960ST.21.0","CCMD72895164ST.21.0","CCMD25511638ST.21.0","CCMD88272491ST.21.0","CCMD82866709ST.21.0","CCMD50071957ST.21.0","24.9966875399262","25.976311625762","26.4074865784705","26.8034390708208","26.916832909241","27.3672943819004","27.9974525809331"
"76","CCMD65222621ST.11.0","CCMD27867141ST.11.0","CCMD45004878ST.11.0","CCMD66848156ST.11.0","CCMD18579000ST.11.0","CCMD31009081ST.11.0","MMPU68403337ST","CCMD49025643ST.11.0","CCMD73128545ST.11.0","19.7721630030961","24.1748903066694","25.5115914173283","26.1289475609218","26.3596899701229","26.7276072223254","27.2432573220531","27.7673102944956","CCMD42428553ST.21.0","CCMD45988061ST.21.0","CCMD35633353ST.11.0","CCMD27463710ST.11.0","CCMD86114146ST.21.0","CCMD82866709ST.21.0","CCMD95676152ST.11.0","19.9210373166585","24.8692053066981","26.6606627719267","26.7574955011376","27.6550303364216","28.3582122513091","28.7301942438195"
"77","CCMD65406197ST.11.0","CCMD89967135ST.11.0","CCMD49025643ST.11.0","CCMD54057834ST.11.0","CCMD27867141ST.11.0","CCMD18579000ST.11.0","CCMD31009081ST.11.0","CCMD66848156ST.11.0","CCMD46727384ST.11.0","27.7153078395135","27.9040184361733","28.3048814462859","29.3317313606391","29.3808834656465","29.6766925985949","30.2155031000214","30.4303901897938","CCMD88272491ST.21.0","CCMD63399960ST.21.0","CCMD46222674ST.21.0","CCMD52145360ST.11.0","CCMD50071957ST.21.0","CCMD12232071ST.21.0","CCMD13934959ST.21.0","28.5760560204868","28.5869830283383","28.9035968799127","29.0626803477054","29.2248248097812","29.9860533524304","30.1929469535983"
"78","CCMD71242853ST.11.0","CCMD18579000ST.11.0","CCMD93755960ST.11.0","CCMD67373733ST.11.0","CCMD89967135ST.11.0","CCMD99440714ST.11.0","CCMD10032470ST.11.0","CCMD38158721ST.11.0","CCMD39157124ST.11.0","25.6521289168053","26.9781482598973","27.0750894823858","27.5000007817836","28.2212840807643","28.3113881481975","28.675215452378","28.8262776399208","CCMD18872694ST.21.0","CCMD82866709ST.21.0","CCMD63399960ST.21.0","CCMD49461418ST.11.0","CCMD95431029ST.11.0","CCMD72895164ST.21.0","CCMD95433940ST.21.0","14.7885064037887","27.3759786397802","28.2327352031467","28.5710632471125","28.8784347732352","28.8799702289909","29.0257507593809"
"79","CCMD72895164ST.21.0","CCMD18579000ST.11.0","CCMD56948710ST.11.0","CCMD85661207ST.11.0","CCMD73128545ST.11.0","CCMD53508245ST.11.0","CCMD32288175ST.11.0","CCMD38158721ST.11.0","CCMD66848156ST.11.0","16.5920549544232","18.6480093318938","19.6926869945267","19.6967218787188","20.2984332279982","20.3035188203818","20.3935709224476","21.0172323265053","CCMD82866709ST.21.0","CCMD35802077ST.21.0","CCMD52145360ST.11.0","CCMD95433940ST.21.0","CCMD46222674ST.21.0","CCMD13934959ST.21.0","CCMD63399960ST.21.0","19.2183232297175","21.2313657913404","21.2716766164353","21.4611012368308","21.4736633139108","22.2728559773259","22.9225142806499"
"80","CCMD74930188ST.21.0","CCMD35801800ST.11.0","CCMD85661207ST.11.0","MMPU99077057ST","CCMD59540613ST.11.0","CCMD85481373ST.11.0","CCMD54057834ST.11.0","CCMD41521570ST.11.0","CCMD18579000ST.11.0","21.5241266167085","22.9504613816585","23.2241479330308","24.3408729714466","25.5846955187374","25.6616008839199","26.5104179414113","27.0665665394597","CCMD63399960ST.21.0","CCMD49461418ST.11.0","CCMD86707194ST.21.0","CCMD50071957ST.21.0","CCMD90311071ST.21.0","CCMD93344354ST.21.0","CCMD95433940ST.21.0","16.026536716022","23.3680944162056","23.5363123129793","23.762076357665","24.0886824425372","26.3909924249506","26.7839243806934"
"81","CCMD76222476ST.11.0","CCMD35081859ST.11.0","CCMD50529145ST.11.0","MMPU99077057ST","CCMD51154251ST.11.0","CCMD10191450ST.11.0","CCMD93755960ST.11.0","CCMD99440714ST.11.0","CCMD10032470ST.11.0","16.2363051848134","17.0897644226888","20.7478793959286","20.966285681329","21.0009965604016","22.5952559796409","23.2324372942853","23.8592088896845","CCMD49461418ST.11.0","CCMD95431029ST.11.0","CCMD89306485ST.11.0","CCMD34381688ST.21.0","CCMD63399960ST.21.0","CCMD46222674ST.21.0","CCMD86707194ST.21.0","18.7734391249659","20.491458257047","20.9912297044599","25.622290757483","26.1938519386802","26.3973738623959","26.5193849766355"
"82","CCMD79349503ST.11.0","CCMD56948710ST.11.0","CCMD76409700ST.11.0","CCMD18579000ST.11.0","MMPU99077057ST","CCMD93755960ST.11.0","CCMD54057834ST.11.0","CCMD99440714ST.11.0","CCMD38158721ST.11.0","22.8701569593083","23.8864813453175","26.5738641265323","28.0394236098087","28.4718476480611","28.6201076338891","28.7851997937655","28.8628957121024","CCMD26925580ST.21.0","CCMD82866709ST.21.0","CCMD72895164ST.21.0","CCMD50071957ST.21.0","CCMD63399960ST.21.0","CCMD35802077ST.21.0","CCMD46222674ST.21.0","19.9066019534349","22.3650248690785","25.5313474084624","25.9281633447049","28.3803963438004","29.7431484641169","30.074914224945"
"83","CCMD82866709ST.21.0","CCMD18579000ST.11.0","CCMD56948710ST.11.0","CCMD89967135ST.11.0","CCMD54057834ST.11.0","CCMD85661207ST.11.0","MMPU68403337ST","CCMD76409700ST.11.0","CCMD59540613ST.11.0","17.1165580240333","20.2362723050739","21.567939947371","22.2576276985958","22.4111529094712","22.886578659306","22.9212074703254","23.0765172382749","CCMD72895164ST.21.0","CCMD26925580ST.21.0","CCMD50071957ST.21.0","CCMD90311071ST.21.0","CCMD63399960ST.21.0","CCMD46222674ST.21.0","CCMD79349503ST.11.0","19.2183232297175","19.7384956374289","20.0826433696613","22.0009033649735","22.0584796947727","22.110318203547","22.3650248690785"
"84","CCMD86114146ST.21.0","CCMD89107682ST.11.0","CCMD31009081ST.11.0","MMPU84450604ST","CCMD66848156ST.11.0","CCMD89967135ST.11.0","CCMD45004878ST.11.0","CCMD27867141ST.11.0","CCMD51228890ST.11.0","19.7120247166951","20.5322131196128","20.7721737002125","20.8051714801032","20.8955235965912","21.7227585702346","22.0196324091889","22.6479777021548","CCMD46222674ST.21.0","CCMD95676152ST.11.0","CCMD45988061ST.21.0","CCMD35802077ST.21.0","CCMD52145360ST.11.0","CCMD46947453ST.21.0","CCMD42428553ST.21.0","14.1468978099794","17.9876789388681","22.3565216435764","22.3689685864972","22.4592548922042","24.0721530255605","24.8008171010856"
"85","CCMD86707194ST.21.0","CCMD85661207ST.11.0","CCMD41521570ST.11.0","MMPU99077057ST","CCMD10032470ST.11.0","CCMD18579000ST.11.0","CCMD93755960ST.11.0","MMPU72854103ST","MMPU29365221ST","19.8409960947504","20.7828546625385","20.8481282603835","21.7442207167652","21.9262994546025","22.7526896825298","22.9648056101919","23.821567447687","CCMD90311071ST.21.0","CCMD49461418ST.11.0","CCMD63399960ST.21.0","CCMD95433940ST.21.0","CCMD59583015ST.11.0","CCMD74930188ST.21.0","CCMD13934959ST.21.0","17.1205108398056","19.5503317430523","20.3757650443683","22.3528257903112","23.0173724454921","23.5363123129793","23.8876641864499"
"86","CCMD87156761ST.21.0","CCMD32965613ST.11.0","CCMD23541216ST.11.0","CCMD39882286ST.11.0","CCMD56948710ST.11.0","CCMD31009081ST.11.0","CCMD89967135ST.11.0","CCMD41202658ST.11.0","CCMD18579000ST.11.0","20.9311897368401","22.5746332843592","27.1683451142115","32.3220823819274","34.0917438703669","34.4812554967246","34.7149135124214","35.38126668593","CCMD23101338ST.21.0","CCMD19497912ST.21.0","CCMD50071957ST.21.0","CCMD82866709ST.21.0","CCMD46222674ST.21.0","CCMD72895164ST.21.0","CCMD63399960ST.21.0","21.5231210173107","33.1753446221558","35.3636854858427","35.6727875112333","35.8169829889774","35.8417316325997","36.3848221400421"
"87","CCMD88272491ST.21.0","CCMD31009081ST.11.0","CCMD49025643ST.11.0","CCMD54057834ST.11.0","CCMD27867141ST.11.0","CCMD89967135ST.11.0","CCMD66848156ST.11.0","CCMD59540613ST.11.0","CCMD18579000ST.11.0","23.5083306118129","23.9865898687058","26.4357628217439","26.5070464292705","26.9144718558139","27.1948754583359","27.2138143606882","27.3991074214818","CCMD60079086ST.21.0","CCMD50071957ST.21.0","CCMD72895164ST.21.0","CCMD46222674ST.21.0","CCMD64503764ST.21.0","CCMD12232071ST.21.0","CCMD63399960ST.21.0","25.041651875731","25.7283329252791","26.3377572772721","26.6574382755414","26.916832909241","27.1549307824969","27.5423768732784"
"88","CCMD89306485ST.11.0","CCMD50538120ST.11.0","CCMD10191450ST.11.0","CCMD35081859ST.11.0","CCMD51154251ST.11.0","CCMD50529145ST.11.0","CCMD93755960ST.11.0","MMPU99077057ST","CCMD10032470ST.11.0","14.3133644715944","14.7443953938776","19.1303981333113","22.164561209848","23.7662594017233","27.751743152431","28.2767811131501","29.0973487356872","CCMD76222476ST.11.0","CCMD95431029ST.11.0","CCMD49461418ST.11.0","CCMD34381688ST.21.0","CCMD26925580ST.21.0","CCMD86707194ST.21.0","CCMD46222674ST.21.0","20.9912297044599","24.9511826578521","29.1247372462551","31.2175236073299","32.9449590390427","34.8926707595506","36.5314287292093"
"89","CCMD93344354ST.21.0","MMPU72854103ST","CCMD10032470ST.11.0","CCMD85661207ST.11.0","CCMD38158721ST.11.0","CCMD93755960ST.11.0","CCMD99929634ST.11.0","CCMD35801800ST.11.0","CCMD51154251ST.11.0","18.1912073153708","19.9212526625486","21.185422574983","21.3036329137098","21.8420503884182","22.331394483836","23.5160145660463","23.6005674718512","CCMD59583015ST.11.0","CCMD49461418ST.11.0","CCMD51864103ST.21.0","CCMD95433940ST.21.0","CCMD13934959ST.21.0","CCMD63399960ST.21.0","CCMD86707194ST.21.0","22.0952292854227","22.3181603355362","22.7759406757613","23.9120681149519","24.5759073509342","24.6482328271014","24.8821943753259"
"90","CCMD95431029ST.11.0","CCMD35081859ST.11.0","CCMD51154251ST.11.0","MMPU68403337ST","CCMD93755960ST.11.0","CCMD50529145ST.11.0","MMPU99077057ST","CCMD10032470ST.11.0","CCMD10191450ST.11.0","15.6080020935641","19.0964866328652","19.2401991588991","20.8716249408809","21.2320631282054","21.7033960642914","23.0956319420816","23.9769466395306","CCMD76222476ST.11.0","CCMD49461418ST.11.0","CCMD89306485ST.11.0","CCMD86707194ST.21.0","CCMD93344354ST.21.0","CCMD63399960ST.21.0","CCMD82866709ST.21.0","20.491458257047","20.7430376365107","24.9511826578521","26.1922551812611","27.3075474157164","27.5396337164821","27.7643747270941"
"91","CCMD95433940ST.21.0","CCMD85661207ST.11.0","CCMD18579000ST.11.0","CCMD35801800ST.11.0","CCMD74592084ST.11.0","CCMD10032470ST.11.0","CCMD59540613ST.11.0","CCMD38158721ST.11.0","MMPU99077057ST","15.3070145676059","19.4538876421424","20.271845258777","20.2790369583297","20.4122781729184","21.1012054084595","21.2528153483533","21.2986077487943","CCMD63399960ST.21.0","CCMD90311071ST.21.0","CCMD13934959ST.21.0","CCMD72895164ST.21.0","CCMD59583015ST.11.0","CCMD49461418ST.11.0","CCMD50071957ST.21.0","19.0131564208445","19.8746909857864","21.2088876146251","21.4611012368308","22.0344438879609","22.1668282657398","22.1675697860771"
"92","CCMD95676152ST.11.0","MMPU84450604ST","CCMD31009081ST.11.0","CCMD89967135ST.11.0","CCMD89107682ST.11.0","CCMD22852639ST.11.0","CCMD66848156ST.11.0","CCMD49025643ST.11.0","CCMD18579000ST.11.0","21.1395407166523","21.6050847546544","22.7462721508712","23.4790205502913","23.9280900970428","24.6994615207154","24.718792814994","25.0812553642436","CCMD86114146ST.21.0","CCMD46222674ST.21.0","CCMD35802077ST.21.0","CCMD50071957ST.21.0","CCMD82866709ST.21.0","CCMD72895164ST.21.0","CCMD52145360ST.11.0","17.9876789388681","19.3657289131083","24.6569850042924","25.2745373085226","25.513580584961","26.0614718551697","27.1741722207209"
"93","CCMD98531134ST.11.0","CCMD37575804ST.11.0","CCMD53508245ST.11.0","CCMD89107682ST.11.0","CCMD89967135ST.11.0","CCMD54057834ST.11.0","CCMD49025643ST.11.0","CCMD18579000ST.11.0","CCMD56948710ST.11.0","24.3510646680797","24.6979404721305","26.6791888102019","27.6743751994675","30.1267485608554","30.5114495478238","30.8807322100756","31.3656620244145","CCMD25511638ST.21.0","CCMD13934959ST.21.0","CCMD52145360ST.11.0","CCMD46222674ST.21.0","CCMD64776337ST.21.0","CCMD63399960ST.21.0","CCMD86114146ST.21.0","24.196684092931","26.7396004274765","27.8860504899098","27.9330854341943","28.635170652851","28.983194516164","29.0383928374798"
